Rank,Host,Port,TLS,Transport,Latency Avg,Speed Mbps,Status,Error
1,185.156.47.96,8443,tls,tcp,33.926963806152344,49.030596603819355,SUCCESS,
2,172.67.185.178,443,tls,ws,40.901501973470054,44.65546900680989,SUCCESS,
3,162.159.60.231,443,tls,ws,47.3633607228597,61.83165583757468,SUCCESS,
4,172.67.185.178,443,tls,ws,48.49592844645182,38.83574360915222,SUCCESS,
5,172.67.185.178,443,tls,ws,48.831780751546226,39.186330623546766,SUCCESS,
6,162.159.60.231,443,tls,ws,49.95274543762207,37.346897389178956,SUCCESS,
7,162.159.12.41,443,tls,ws,50.41805903116862,41.76610832361409,SUCCESS,
8,104.18.34.124,443,tls,ws,51.4677365620931,31.08883840386618,SUCCESS,
9,77.110.127.191,9443,none,ws,52.270968755086265,21.087700047448912,SUCCESS,
10,77.110.127.191,9443,none,ws,53.164005279541016,20.360575481944892,SUCCESS,
11,104.18.34.124,443,tls,ws,55.72899182637533,35.57241980300465,SUCCESS,
12,77.110.127.191,9443,none,ws,57.58984883626302,20.04467909451834,SUCCESS,
13,162.159.12.41,443,tls,ws,76.63607597351074,59.66483991308399,SUCCESS,
14,121.127.43.215,8443,tls,tcp,91.6140874226888,12.05803767791791,SUCCESS,
15,ov-canada1.09vpn.com,8443,tls,ws,92.92093912760417,7.049585127361089,SUCCESS,
16,162.159.44.195,443,tls,ws,95.75374921162923,22.3739022066222,SUCCESS,
17,162.159.44.195,443,tls,ws,102.65477498372395,18.27827351689087,SUCCESS,
18,dx.mmhh.eu.cc,443,tls,ws,125.07764498392741,53.791575957139145,SUCCESS,
19,162.159.44.195,443,tls,ws,125.4724661509196,19.57141748922839,SUCCESS,
20,yd.mmhh.eu.cc,443,tls,ws,129.5027732849121,46.91136391279973,SUCCESS,
21,18.192.50.101,443,none,tcp,144.3014144897461,6.445145324112454,SUCCESS,
22,18.192.50.101,443,none,tcp,144.7137991587321,6.602442600770859,SUCCESS,
23,151.115.164.43,8880,none,grpc,146.26336097717285,7.156204099974002,SUCCESS,
24,sca12.myfymain.com,8880,none,grpc,146.28148078918457,7.326005675321565,SUCCESS,
25,sca31.myfymain.com,8880,none,grpc,147.06174532572427,7.987047220422432,SUCCESS,
26,169.150.228.24,8443,tls,tcp,147.0948855082194,5.8577149095901255,SUCCESS,
27,151.115.164.43,8880,none,grpc,147.13406562805176,7.607962568780048,SUCCESS,
28,sca12.myfymain.com,8880,none,grpc,147.1571922302246,7.199148488625239,SUCCESS,
29,sca31.myfymain.com,8880,none,grpc,147.81729380289713,7.170907272433908,SUCCESS,
30,18.192.50.101,443,none,tcp,147.87761370340982,7.0629668204386835,SUCCESS,
31,18.192.50.101,443,none,tcp,147.92688687642416,7.2169225772732455,SUCCESS,
32,18.192.50.101,443,none,tcp,147.95549710591635,6.613499967577435,SUCCESS,
33,151.115.164.43,8880,none,grpc,148.2374668121338,7.1914137930886675,SUCCESS,
34,sca31.myfymain.com,8880,none,grpc,148.59382311503092,7.220684021564075,SUCCESS,
35,18.192.50.101,443,none,tcp,148.61241976420084,6.437391257469889,SUCCESS,
36,151.115.164.43,8880,none,grpc,148.8154729207357,7.125004485718005,SUCCESS,
37,18.192.50.101,443,none,tcp,149.0481694539388,6.61062307974944,SUCCESS,
38,151.115.165.172,8880,none,grpc,149.37448501586914,7.778117193210033,SUCCESS,
39,sca12.myfymain.com,8880,none,grpc,149.45832888285318,7.9091270584879885,SUCCESS,
40,151.115.165.172,8880,none,grpc,149.59160486857095,7.77574695244884,SUCCESS,
41,sca31.myfymain.com,8880,none,grpc,149.609645207723,7.212072037256233,SUCCESS,
42,18.192.50.101,443,none,tcp,149.7960090637207,7.256779055830673,SUCCESS,
43,sca31.myfymain.com,8880,none,grpc,149.8905817667643,7.21115912184626,SUCCESS,
44,sca31.myfymain.com,8880,none,grpc,150.3579616546631,6.897139514299962,SUCCESS,
45,151.115.164.43,8880,none,grpc,150.43226877848306,7.032900404228322,SUCCESS,
46,sca19.myfymain.com,8880,none,grpc,150.4507859547933,7.111885814520234,SUCCESS,
47,151.115.164.120,8880,none,grpc,150.61084429423013,3.372191187532882,SUCCESS,
48,151.115.165.172,8880,none,grpc,150.79069137573242,7.02414059320714,SUCCESS,
49,151.115.164.43,8880,none,grpc,150.8014996846517,7.029183283269674,SUCCESS,
50,151.115.164.43,8880,none,grpc,150.95718701680502,7.014188319982006,SUCCESS,
51,18.192.50.101,443,none,tcp,151.34414037068686,6.445968689601038,SUCCESS,
52,151.115.164.43,8880,none,grpc,151.3988971710205,7.020322561612716,SUCCESS,
53,18.192.50.101,443,none,tcp,151.65336926778158,7.0552755662135835,SUCCESS,
54,sca12.myfymain.com,8880,none,grpc,151.73697471618652,6.9878687462149705,SUCCESS,
55,18.192.50.101,443,none,tcp,151.8098513285319,6.3818424332472325,SUCCESS,
56,18.192.50.101,443,none,tcp,152.09547678629556,7.2653786451198155,SUCCESS,
57,151.115.165.172,8880,none,grpc,152.12464332580566,6.993271922939529,SUCCESS,
58,18.192.50.101,443,none,tcp,152.18281745910645,6.467537539048262,SUCCESS,
59,sca31.myfymain.com,8880,none,grpc,152.18297640482584,7.051580700933313,SUCCESS,
60,sca12.myfymain.com,8880,none,grpc,152.29233105977377,6.958092104676527,SUCCESS,
61,sca31.myfymain.com,8880,none,grpc,152.36568450927734,7.728202208476822,SUCCESS,
62,sca31.myfymain.com,8880,none,grpc,152.45819091796875,7.044554543788353,SUCCESS,
63,sca12.myfymain.com,8880,none,grpc,152.47797966003418,7.030349708986156,SUCCESS,
64,sca12.myfymain.com,8880,none,grpc,152.56031354268393,6.963546137205453,SUCCESS,
65,18.192.50.101,443,none,tcp,152.66791979471842,7.088926067091045,SUCCESS,
66,151.115.164.117,8880,none,grpc,152.81208356221518,7.076206903314665,SUCCESS,
67,sca12.myfymain.com,8880,none,grpc,153.03301811218262,7.035069434616566,SUCCESS,
68,sca19.myfymain.com,8880,none,grpc,153.09596061706543,6.974262447050411,SUCCESS,
69,sca31.myfymain.com,8880,none,grpc,153.25284004211426,7.67408541787023,SUCCESS,
70,sca12.myfymain.com,8880,none,grpc,153.2602310180664,7.765561471980093,SUCCESS,
71,18.192.50.101,443,none,tcp,153.43030293782553,6.451826221719305,SUCCESS,
72,151.115.164.120,8880,none,grpc,153.6527474721273,2.2883984656456504,SUCCESS,
73,18.192.50.101,443,none,tcp,154.1417439778646,7.224566050402509,SUCCESS,
74,sca19.myfymain.com,8880,none,grpc,154.3114185333252,6.7106609217930275,SUCCESS,
75,sca31.myfymain.com,8880,none,grpc,155.19976615905762,7.065862619448371,SUCCESS,
76,151.115.164.43,8880,none,grpc,155.20564715067545,7.49970373936574,SUCCESS,
77,151.115.164.120,8880,none,grpc,155.411163965861,2.442537308923998,SUCCESS,
78,151.115.164.120,8880,none,grpc,155.7462215423584,1.6280589637577412,SUCCESS,
79,sca31.myfymain.com,8880,none,grpc,155.96493085225424,6.8453663602945305,SUCCESS,
80,144.31.171.103,4443,none,grpc,156.2495231628418,4.925310594859301,SUCCESS,
81,144.31.171.104,4443,none,grpc,156.27336502075195,7.470259160378081,SUCCESS,
82,18.192.50.101,443,none,tcp,156.28981590270996,6.450176707653359,SUCCESS,
83,144.31.171.103,4443,none,grpc,156.4031442006429,7.438654612686829,SUCCESS,
84,144.31.171.104,4443,none,grpc,156.64776166280112,3.5515964513706186,SUCCESS,
85,144.31.171.103,4443,none,grpc,157.06713994344076,6.7667745443164184,SUCCESS,
86,sca31.myfymain.com,8880,none,grpc,157.1535269419352,6.753922393491327,SUCCESS,
87,151.115.164.43,8880,none,grpc,157.69433975219727,6.753351474068945,SUCCESS,
88,151.115.164.43,8880,none,grpc,158.2961082458496,7.326261604477359,SUCCESS,
89,sca12.myfymain.com,8880,none,grpc,158.9341163635254,6.7778556808401085,SUCCESS,
90,165.231.33.235,443,tls,tcp,159.77915128072104,7.29409447680643,SUCCESS,
91,sca23.myfymain.com,8880,none,grpc,159.91910298665366,4.622154289584693,SUCCESS,
92,sca23.myfymain.com,8880,none,grpc,160.62704722086588,4.9362588805984755,SUCCESS,
93,sca23.myfymain.com,8880,none,grpc,160.89685757954916,7.695022883649422,SUCCESS,
94,sca16.myfymain.com,8880,none,grpc,161.08997662862143,1.573940452305279,SUCCESS,
95,165.231.33.236,443,tls,tcp,161.6690158843994,7.280180498592865,SUCCESS,
96,sca16.myfymain.com,8880,none,grpc,163.0852222442627,1.5566028750995131,SUCCESS,
97,144.31.171.101,4443,none,grpc,163.6046568552653,7.169661572570255,SUCCESS,
98,sca23.myfymain.com,8880,none,grpc,165.5000845591227,7.035036985149961,SUCCESS,
99,sca23.myfymain.com,8880,none,grpc,165.9082571665446,7.159780280323319,SUCCESS,
100,152.233.28.198,8443,tls,tcp,166.11719131469727,6.736617584525855,SUCCESS,
101,sca16.myfymain.com,8880,none,grpc,166.66762034098306,1.6071732053371794,SUCCESS,
102,sca23.myfymain.com,8880,none,grpc,166.87997182210287,6.88921793990521,SUCCESS,
103,196.199.104.132,443,tls,tcp,166.9288476308187,7.648532200056439,SUCCESS,
104,151.115.164.120,8880,none,grpc,167.06331570943198,6.235088075942447,SUCCESS,
105,196.199.104.131,443,tls,tcp,167.2686735788981,7.3188213695315945,SUCCESS,
106,196.199.104.132,443,tls,tcp,167.5574779510498,7.2665665579388286,SUCCESS,
107,165.231.33.236,443,tls,tcp,167.62399673461914,7.304442473630201,SUCCESS,
108,sca23.myfymain.com,8880,none,grpc,167.79756546020508,6.757961004767006,SUCCESS,
109,165.231.33.235,443,tls,tcp,167.97836621602377,7.622327767232363,SUCCESS,
110,196.199.104.131,443,tls,tcp,168.27948888142905,7.296397490892668,SUCCESS,
111,196.199.104.131,443,tls,tcp,168.45146814982095,7.310845050383698,SUCCESS,
112,uk.noooo.win,443,tls,tcp,168.69091987609863,7.689743008586395,SUCCESS,
113,152.233.28.198,8443,tls,tcp,168.81092389424643,6.847851650430592,SUCCESS,
114,152.233.28.196,8443,tls,tcp,168.9739227294922,6.711169611357599,SUCCESS,
115,5.157.51.172,443,tls,tcp,169.47150230407715,3.021038959682605,SUCCESS,
116,144.31.171.101,4443,none,grpc,170.65016428629556,3.452249453037347,SUCCESS,
117,144.31.171.101,4443,none,grpc,170.66216468811035,6.9897246912168365,SUCCESS,
118,152.233.28.198,8443,tls,tcp,170.94127337137857,6.724964440559868,SUCCESS,
119,85.234.114.53,443,tls,tcp,172.42932319641113,6.4040626358655715,SUCCESS,
120,72.56.59.223,22231,tls,tcp,172.4389394124349,6.384208980168376,SUCCESS,
121,46.229.243.73,8443,tls,tcp,172.58874575297037,6.464918241628073,SUCCESS,
122,77.74.123.169,8443,tls,tcp,173.382838567098,6.991537918509647,SUCCESS,
123,46.229.243.133,8443,tls,tcp,173.4929879506429,6.502037068148819,SUCCESS,
124,72.56.59.254,22231,tls,tcp,173.74936739603677,5.933824753000695,SUCCESS,
125,72.56.59.223,22231,tls,tcp,174.20077323913574,6.4082846361663695,SUCCESS,
126,77.74.123.168,8443,tls,tcp,174.8180389404297,6.5087948293437075,SUCCESS,
127,207.211.214.42,8443,tls,tcp,174.9128500620524,7.0599040526912775,SUCCESS,
128,144.31.171.104,4443,none,grpc,175.36195119222006,3.5249573410435837,SUCCESS,
129,85.234.114.53,22231,tls,tcp,175.7204532623291,6.187852020145206,SUCCESS,
130,77.74.123.168,8443,tls,tcp,175.75526237487793,5.946062250858787,SUCCESS,
131,85.234.114.53,22231,tls,tcp,176.82822545369467,5.8800752760510315,SUCCESS,
132,85.234.114.53,443,tls,tcp,177.11718877156576,6.16237353192349,SUCCESS,
133,89.124.69.82,1310,none,ws,177.23822593688965,6.69391064261034,SUCCESS,
134,72.56.59.177,22231,tls,tcp,177.624781926473,5.8709660374044,SUCCESS,
135,5.157.51.171,443,tls,tcp,178.179661432902,3.164525180681838,SUCCESS,
136,195.181.173.199,8443,tls,tcp,178.58099937438965,6.768176305152594,SUCCESS,
137,79.127.224.12,8443,tls,tcp,178.64505449930826,5.990165287087391,SUCCESS,
138,85.234.114.53,22231,tls,tcp,179.06665802001953,6.671813590886333,SUCCESS,
139,77.74.123.165,8443,tls,tcp,179.07420794169107,6.92016178046784,SUCCESS,
140,46.229.243.133,8443,tls,tcp,179.68527475992838,6.084499359897293,SUCCESS,
141,77.74.123.168,8443,tls,tcp,180.27655283610025,6.555028791431883,SUCCESS,
142,8.6.112.17,443,tls,ws,180.29205004374185,7.108781989001169,SUCCESS,
143,46.229.243.74,8443,tls,tcp,181.23769760131836,4.60495361688141,SUCCESS,
144,85.234.114.53,443,tls,tcp,181.29412333170572,5.726959287295117,SUCCESS,
145,46.229.243.133,8443,tls,tcp,181.51569366455078,6.694018811399037,SUCCESS,
146,46.229.243.133,8443,tls,tcp,181.7025343577067,6.291984919982336,SUCCESS,
147,46.229.243.133,8443,tls,tcp,181.8675994873047,6.72567481378054,SUCCESS,
148,77.74.123.168,8443,tls,tcp,181.9140911102295,1.7202509337729348,SUCCESS,
149,195.181.173.199,8443,tls,tcp,182.15552965799967,4.57211376260197,SUCCESS,
150,85.234.114.53,22231,tls,tcp,182.3558807373047,6.591356111727489,SUCCESS,
151,85.234.114.53,22231,tls,tcp,182.50354131062826,6.35282949459172,SUCCESS,
152,46.229.243.73,8443,tls,tcp,182.80418713887533,6.734547559395179,SUCCESS,
153,195.181.173.199,8443,tls,tcp,183.25273195902506,4.41731955592516,SUCCESS,
154,195.181.173.199,8443,tls,tcp,183.4723949432373,4.42025995336089,SUCCESS,
155,72.56.59.177,22231,tls,tcp,183.8235855102539,6.3342757037574,SUCCESS,
156,85.234.114.53,22231,tls,tcp,183.95638465881348,6.651238096748361,SUCCESS,
157,152.233.35.228,8443,tls,tcp,184.74380175272623,3.8014226885389726,SUCCESS,
158,152.233.35.228,8443,tls,tcp,185.07846196492514,4.320788605235357,SUCCESS,
159,uk1.fromblancwithlove.com,8443,tls,tcp,185.8813762664795,6.730785293642124,SUCCESS,
160,185.229.190.245,8443,tls,tcp,186.90888086954752,6.273027804631183,SUCCESS,
161,89.124.69.82,1310,none,ws,187.18910217285156,6.380681051062666,SUCCESS,
162,185.229.190.245,8443,tls,tcp,187.38134702046713,6.456904078088393,SUCCESS,
163,152.233.35.228,8443,tls,tcp,188.48299980163574,4.202656253972739,SUCCESS,
164,79.127.196.11,8443,tls,tcp,188.98812929789224,6.017442359888777,SUCCESS,
165,46.229.243.133,8443,tls,tcp,189.14349873860678,6.431292394443944,SUCCESS,
166,46.229.243.74,8443,tls,tcp,190.25135040283203,6.16581593933124,SUCCESS,
167,152.233.35.228,8443,tls,tcp,190.39352734883627,4.163754016313059,SUCCESS,
168,79.127.196.11,8443,tls,tcp,190.9156640370687,6.017111085049374,SUCCESS,
169,79.127.196.11,8443,tls,tcp,191.35077794392905,6.028866099411226,SUCCESS,
170,79.127.196.11,8443,tls,tcp,191.3588047027588,6.030810043791737,SUCCESS,
171,79.127.196.11,8443,tls,tcp,191.45305951436362,6.048615068129415,SUCCESS,
172,152.233.35.228,8443,tls,tcp,191.59499804178873,4.303961404658233,SUCCESS,
173,79.127.196.11,8443,tls,tcp,191.60119692484537,6.04814952872122,SUCCESS,
174,152.233.35.228,8443,tls,tcp,191.71380996704102,3.8292029051994048,SUCCESS,
175,79.127.196.11,8443,tls,tcp,191.74663225809732,6.032423363734769,SUCCESS,
176,79.127.196.11,8443,tls,tcp,191.75895055135092,5.531320198718783,SUCCESS,
177,79.127.196.11,8443,tls,tcp,191.82594617207846,6.039742919134294,SUCCESS,
178,152.233.35.228,8443,tls,tcp,191.93100929260254,4.145741816793535,SUCCESS,
179,cdn3-87.vk-cdnvideo.com,8443,tls,tcp,192.05443064371744,6.785307654352943,SUCCESS,
180,152.233.35.228,8443,tls,tcp,192.21067428588867,4.159288509769442,SUCCESS,
181,desrv-res.noooo.win,443,tls,tcp,192.2464370727539,5.418198511750448,SUCCESS,
182,79.127.196.11,8443,tls,tcp,192.3055648803711,5.994502579171471,SUCCESS,
183,152.233.35.228,8443,tls,tcp,192.3210620880127,4.051949394395089,SUCCESS,
184,79.127.196.11,8443,tls,tcp,192.36119588216147,6.054290156519267,SUCCESS,
185,79.127.196.11,8443,tls,tcp,192.52554575602213,6.046387233735069,SUCCESS,
186,79.127.196.11,8443,tls,tcp,192.59095191955566,6.038859200503058,SUCCESS,
187,151.101.66.219,80,none,ws,192.7624543507894,6.9204871956960465,SUCCESS,
188,46.229.243.74,8443,tls,tcp,192.85027186075845,6.625918274416197,SUCCESS,
189,79.127.196.11,8443,tls,tcp,193.0359204610189,6.027141004975192,SUCCESS,
190,151.101.66.219,80,none,ws,193.19812456766763,5.010806082180702,SUCCESS,
191,152.233.35.228,8443,tls,tcp,193.59548886617026,4.29270349588441,SUCCESS,
192,79.127.196.11,8443,tls,tcp,193.71453921000162,6.05904249075915,SUCCESS,
193,46.229.243.74,8443,tls,tcp,193.7540372212728,6.111990761274951,SUCCESS,
194,152.233.35.228,8443,tls,tcp,193.87594858805338,4.276671081273675,SUCCESS,
195,152.233.35.228,8443,tls,tcp,194.31122144063315,4.241817123831173,SUCCESS,
196,79.127.196.11,8443,tls,tcp,194.50251261393228,6.030698401024598,SUCCESS,
197,193.233.23.196,26048,none,tcp,194.51045989990234,2.019681559655138,SUCCESS,
198,152.233.35.228,8443,tls,tcp,194.70667839050293,4.187967082308582,SUCCESS,
199,79.127.196.11,8443,tls,tcp,194.80315844217935,6.017745610854113,SUCCESS,
200,152.233.35.228,8443,tls,tcp,194.86355781555176,4.1297508323025705,SUCCESS,
201,152.233.35.228,8443,tls,tcp,195.0098673502604,4.198433159011889,SUCCESS,
202,speedtest.net,80,none,ws,195.22651036580405,4.62906458892576,SUCCESS,
203,152.233.35.228,8443,tls,tcp,195.3125794728597,4.210170025742009,SUCCESS,
204,152.233.35.228,8443,tls,tcp,195.43019930521646,4.172187754238252,SUCCESS,
205,79.127.196.11,8443,tls,tcp,195.44299443562826,6.031081038574948,SUCCESS,
206,152.233.35.228,8443,tls,tcp,196.09864552815756,4.0313308975536835,SUCCESS,
207,152.233.35.228,8443,tls,tcp,196.11247380574545,4.2603170806246435,SUCCESS,
208,77.74.123.169,8443,tls,tcp,196.2583859761556,6.831041690926725,SUCCESS,
209,79.127.196.11,8443,tls,tcp,196.27920786539713,6.0610004730749205,SUCCESS,
210,151.101.0.1,80,none,ws,196.31719589233398,6.770161875282851,SUCCESS,
211,151.101.130.219,80,none,ws,196.54401143391928,5.6601822422292,SUCCESS,
212,46.229.243.133,8443,tls,tcp,197.2041924794515,6.516684003352881,SUCCESS,
213,46.229.243.73,8443,tls,tcp,197.23089536031088,6.179523965098681,SUCCESS,
214,199.232.197.131,80,none,ws,197.55474726359049,6.943328198087371,SUCCESS,
215,speedtest.net,80,none,ws,198.06679089864096,6.896695798874107,SUCCESS,
216,199.232.197.131,80,none,ws,198.64320755004883,6.954576138819462,SUCCESS,
217,152.233.35.228,8443,tls,tcp,198.65059852600098,4.219761823078634,SUCCESS,
218,77.74.123.168,8443,tls,tcp,198.8515853881836,3.5194440117830736,SUCCESS,
219,199.232.197.131,80,none,ws,199.1433302561442,6.880690840846753,SUCCESS,
220,speedtest.net,80,none,ws,199.7691790262858,6.872366393139601,SUCCESS,
221,speedtest.net,80,none,ws,200.14826456705728,6.325234332644907,SUCCESS,
222,speedtest.net,80,none,ws,200.32898585001627,6.994541642876901,SUCCESS,
223,151.101.0.1,80,none,ws,200.81384976704916,3.3557009178304895,SUCCESS,
224,speedtest.net,80,none,ws,201.91756884256998,5.892431236683415,SUCCESS,
225,87.120.93.242,443,tls,tcp,201.97200775146484,4.886193949433771,SUCCESS,
226,199.232.197.131,80,none,ws,202.45838165283203,5.875930743572178,SUCCESS,
227,speedtest.net,80,none,ws,202.55462328592935,6.676672459647781,SUCCESS,
228,speedtest.net,80,none,ws,203.08860143025717,3.2984778282112264,SUCCESS,
229,152.233.35.228,8443,tls,tcp,203.61860593159994,3.963337532774421,SUCCESS,
230,199.232.197.131,80,none,ws,203.89540990193686,1.7270514571223587,SUCCESS,
231,199.232.197.131,80,none,ws,204.3179670969645,7.0076520553621195,SUCCESS,
232,151.101.194.219,80,none,ws,204.31812604268393,6.344463196952639,SUCCESS,
233,162.249.126.72,8443,tls,tcp,204.3606440226237,5.736353385181067,SUCCESS,
234,199.232.197.131,80,none,ws,204.5158545176188,6.801262942228926,SUCCESS,
235,199.232.197.131,80,none,ws,204.5290470123291,6.9676021262603625,SUCCESS,
236,87.120.93.240,443,tls,tcp,204.57259813944498,5.543040859122277,SUCCESS,
237,199.232.197.131,80,none,ws,204.63848114013672,6.989966400513627,SUCCESS,
238,151.101.130.219,80,none,ws,204.85385258992514,6.071735452785781,SUCCESS,
239,152.233.35.228,8443,tls,tcp,205.17237981160483,4.287620852130992,SUCCESS,
240,cdg-1.fromblancwithlove.com,8443,tls,tcp,205.4898738861084,5.566014077584467,SUCCESS,
241,cdg-1.fromblancwithlove.com,8443,tls,tcp,205.54184913635254,5.975829493190146,SUCCESS,
242,cdg-1.fromblancwithlove.com,8443,tls,tcp,205.56044578552246,6.045246703568728,SUCCESS,
243,152.69.195.67,47878,none,tcp,206.13829294840494,4.676100783627699,SUCCESS,
244,162.19.228.119,80,none,ws,206.27578099568686,6.451462760076892,SUCCESS,
245,speedtest.net,80,none,ws,206.58262570699057,3.391404294577987,SUCCESS,
246,151.101.2.219,80,none,ws,206.95002873738608,6.953016868837006,SUCCESS,
247,199.232.197.131,80,none,ws,207.8392505645752,6.974669807036065,SUCCESS,
248,77.74.123.168,8443,tls,tcp,207.9619566599528,6.07125096846732,SUCCESS,
249,104.16.0.0,8080,none,ws,208.2200050354004,6.601716455659344,SUCCESS,
250,151.101.0.1,80,none,ws,209.04246966044107,5.860226473512568,SUCCESS,
251,104.16.0.0,8080,none,ws,209.12392934163412,6.593577426572871,SUCCESS,
252,167.82.0.1,80,none,ws,209.28645133972168,3.554687711875898,SUCCESS,
253,speedtest.net,80,none,ws,209.68270301818848,6.993232570445688,SUCCESS,
254,162.249.126.75,8443,tls,tcp,209.70988273620605,4.9435947724744,SUCCESS,
255,167.82.0.1,80,none,ws,210.39191881815592,6.4466411576061855,SUCCESS,
256,cdg-1.fromblancwithlove.com,8443,tls,tcp,210.4510466257731,6.031156921478598,SUCCESS,
257,167.82.0.1,80,none,ws,210.48355102539062,5.97283404781303,SUCCESS,
258,162.249.126.73,8443,tls,tcp,210.5104923248291,6.1202135718010515,SUCCESS,
259,46.229.243.69,8443,tls,tcp,210.59656143188477,6.057452082946707,SUCCESS,
260,162.249.126.69,8443,tls,tcp,210.69741249084473,5.5286043180687665,SUCCESS,
261,167.82.0.1,80,none,ws,211.43841743469238,6.254374594824112,SUCCESS,
262,162.249.126.73,8443,tls,tcp,212.56430943806967,5.442527204986675,SUCCESS,
263,www.parsvds.com,8080,none,ws,212.7667268117269,6.503677920710577,SUCCESS,
264,167.82.0.1,80,none,ws,213.2092316945394,6.174384271623776,SUCCESS,
265,151.101.2.219,80,none,ws,213.32422892252603,5.980585182227799,SUCCESS,
266,162.249.126.76,8443,tls,tcp,214.16258811950684,3.319328244830594,SUCCESS,
267,162.249.126.68,8443,tls,tcp,214.2618497212728,5.814076697555465,SUCCESS,
268,167.82.0.1,80,none,ws,214.89421526590982,6.271175410670355,SUCCESS,
269,pishdad.org,8080,none,ws,215.07628758748373,6.615500149543788,SUCCESS,
270,37.114.48.146,9443,tls,tcp,215.72462717692056,6.40899455679873,SUCCESS,
271,167.82.0.1,80,none,ws,215.8979574839274,3.729229462911849,SUCCESS,
272,188.114.96.143,443,tls,ws,215.93626340230307,6.635507040025312,SUCCESS,
273,104.16.0.0,8080,none,ws,216.10307693481445,2.2158587378854597,SUCCESS,
274,188.114.96.165,443,tls,ws,216.90471967061362,7.181878287201657,SUCCESS,
275,167.82.0.1,80,none,ws,216.9187863667806,3.048173031964707,SUCCESS,
276,141.193.213.11,443,tls,ws,217.3024813334147,5.546953595571223,SUCCESS,
277,167.82.0.1,80,none,ws,217.59780248006186,5.530958231039231,SUCCESS,
278,172.66.47.45,443,tls,ws,218.62459182739258,6.084125358857054,SUCCESS,
279,167.82.0.1,80,none,ws,219.1167672475179,6.253429287342998,SUCCESS,
280,speedtest.net,80,none,ws,219.23279762268066,5.374508429575849,SUCCESS,
281,167.82.0.1,80,none,ws,219.2693551381429,3.9926017520863497,SUCCESS,
282,ov-germany1.09vpn.com,80,none,ws,219.4486459096273,5.611479688039594,SUCCESS,
283,172.67.70.149,443,tls,ws,219.530979792277,5.414582327814416,SUCCESS,
284,89.116.46.68,443,tls,ws,220.23320198059082,5.356218418647714,SUCCESS,
285,104.16.0.0,8080,none,ws,220.29805183410645,6.708125335611862,SUCCESS,
286,www.parsvds.com,8080,none,ws,220.41900952657065,6.48215575557754,SUCCESS,
287,www.speedtest.org,8080,none,ws,220.45413653055826,6.3927706266316795,SUCCESS,
288,cdn7-39.vk-cdnvideo.com,8443,tls,tcp,220.57882944742838,5.264779012828203,SUCCESS,
289,chatgpt.com,80,none,ws,220.62420845031738,4.189870069998424,SUCCESS,
290,151.101.66.219,80,none,ws,221.2353547414144,6.8230200045670575,SUCCESS,
291,www.parsvds.com,8080,none,ws,221.25538190205893,6.661553598669692,SUCCESS,
292,cdn3-87.vk-cdnvideo.com,8443,tls,tcp,221.8923568725586,6.531708570494203,SUCCESS,
293,ams1.fromblancwithlove.com,8443,tls,tcp,222.17742602030435,6.050889282089641,SUCCESS,
294,151.101.66.219,80,none,ws,222.72769610087076,6.778582750209795,SUCCESS,
295,46.229.243.69,8443,tls,tcp,223.01403681437174,6.329253908764774,SUCCESS,
296,104.16.0.0,8080,none,ws,223.06410471598306,6.27767884905589,SUCCESS,
297,185.18.250.252,443,tls,ws,223.53688875834146,2.515244792819179,SUCCESS,
298,cdg-1.fromblancwithlove.com,8443,tls,tcp,223.86320432027182,6.012848773083915,SUCCESS,
299,www.speedtest.org,8080,none,ws,224.00720914204916,6.211839627968284,SUCCESS,
300,141.193.213.30,443,tls,ws,224.1350015004476,6.1474526891873715,SUCCESS,
301,89.116.46.68,443,tls,ws,224.6247927347819,6.075824238304542,SUCCESS,
302,84.17.55.241,8443,tls,tcp,224.66182708740234,5.405409689628703,SUCCESS,
303,main.boobie.eu.cc,80,none,ws,224.8652776082357,3.520990305386414,SUCCESS,
304,46.229.243.69,8443,tls,tcp,224.973996480306,4.612240437669233,SUCCESS,
305,172.64.32.75,443,tls,ws,225.38415590922037,5.515092015908323,SUCCESS,
306,167.82.0.1,80,none,ws,225.49144426981607,6.139359881993486,SUCCESS,
307,104.17.121.71,443,tls,ws,225.9359359741211,5.457745469734333,SUCCESS,
308,89.116.46.68,443,tls,ws,226.18651390075684,5.574400947340249,SUCCESS,
309,141.193.213.10,443,tls,ws,226.40617688496908,6.16604254834329,SUCCESS,
310,141.193.213.10,443,tls,ws,226.4875570933024,5.78798421391358,SUCCESS,
311,199.232.78.159,443,tls,ws,226.53563817342123,2.0830594518521415,SUCCESS,
312,162.249.126.74,8443,tls,tcp,226.6066074371338,5.707830023370945,SUCCESS,
313,188.114.96.115,443,tls,ws,226.65206591288248,7.101385931250733,SUCCESS,
314,141.193.213.10,443,tls,ws,227.0820140838623,1.9957957617157365,SUCCESS,
315,199.232.197.131,80,none,ws,227.38170623779297,6.891842758574795,SUCCESS,
316,108.162.192.75,443,tls,ws,227.46904691060385,5.136047012118552,SUCCESS,
317,141.193.213.11,443,tls,ws,227.48398780822754,6.0968539483044175,SUCCESS,
318,pishdad.org,8080,none,ws,227.63752937316895,6.110931075434625,SUCCESS,
319,77.74.123.165,8443,tls,tcp,227.77899106343588,6.223084910799085,SUCCESS,
