Rank,Host,Port,TLS,Transport,Latency Avg,Speed Mbps,Status,Error
2431,84.201.168.122,443,reality,tcp,149.81985092163086,0.0,FAILED,Latency test failed
2432,51.250.19.156,443,reality,tcp,151.9322395324707,0.0,FAILED,Latency test failed
2433,51.250.102.69,443,reality,tcp,154.40130233764648,0.0,FAILED,Latency test failed
2434,103.112.71.172,7443,reality,tcp,155.8530330657959,0.0,FAILED,Latency test failed
2435,103.112.71.172,7443,reality,tcp,155.90357780456543,0.0,FAILED,Latency test failed
2436,144.31.131.33,443,reality,tcp,158.6287021636963,0.0,FAILED,Latency test failed
2437,92.60.78.221,443,reality,tcp,158.85591506958008,0.0,FAILED,Latency test failed
2438,45.157.232.164,15198,none,tcp,162.14537620544434,0.0,FAILED,Latency test failed
2439,77.91.68.70,55983,reality,tcp,163.45763206481934,0.0,FAILED,Latency test failed
2440,212.87.222.32,443,tls,ws,164.97135162353516,0.0,FAILED,Latency test failed
2441,77.91.68.70,55983,reality,tcp,165.19427299499512,0.0,FAILED,Latency test failed
2442,95.169.191.225,443,reality,tcp,166.41998291015625,0.0,FAILED,Latency test failed
2443,144.31.131.33,443,reality,tcp,167.5877571105957,0.0,FAILED,Latency test failed
2444,47.80.13.250,443,reality,tcp,168.31684112548828,0.0,FAILED,Latency test failed
2445,47.80.13.250,443,reality,tcp,168.5333251953125,0.0,FAILED,Latency test failed
2446,103.112.71.172,7443,reality,tcp,168.88952255249023,0.0,FAILED,Latency test failed
2447,47.80.13.250,443,reality,tcp,170.06230354309082,0.0,FAILED,Latency test failed
2448,95.169.191.225,443,reality,tcp,170.69649696350098,0.0,FAILED,Latency test failed
2449,95.169.191.225,443,reality,tcp,171.01025581359863,0.0,FAILED,Latency test failed
2450,54.180.151.15,443,tls,ws,171.49782180786133,0.0,FAILED,Latency test failed
2451,47.80.57.6,11101,none,tcp,172.24574089050293,0.0,FAILED,Latency test failed
2452,31.56.188.78,7443,reality,tcp,172.61338233947754,0.0,FAILED,Latency test failed
2453,87.107.193.3,8443,none,tcp,173.2480525970459,0.0,FAILED,Latency test failed
2454,15.164.84.61,443,tls,ws,173.28190803527832,0.0,FAILED,Latency test failed
2455,185.86.147.210,443,reality,tcp,173.44403266906738,0.0,FAILED,Latency test failed
2456,54.180.151.15,443,tls,ws,173.4616756439209,0.0,FAILED,Latency test failed
2457,87.107.193.3,8443,reality,grpc,174.1023063659668,0.0,FAILED,Latency test failed
2458,87.107.193.3,8443,reality,grpc,175.6269931793213,0.0,FAILED,Latency test failed
2459,45.157.232.164,15198,reality,xhttp,176.20182037353516,0.0,FAILED,Latency test failed
2460,85.234.73.125,13278,reality,grpc,177.34956741333008,0.0,FAILED,Latency test failed
2461,45.157.232.164,15198,reality,xhttp,178.84016036987305,0.0,FAILED,Latency test failed
2462,31.56.188.78,7443,reality,tcp,178.9989471435547,0.0,FAILED,Latency test failed
2463,45.157.232.164,15198,reality,xhttp,179.43167686462402,0.0,FAILED,Latency test failed
2464,77.245.155.137,443,reality,tcp,183.54201316833496,0.0,FAILED,Latency test failed
2465,47.83.153.19,59750,reality,tcp,186.537504196167,0.0,FAILED,Latency test failed
2466,77.245.155.137,443,reality,tcp,188.5216236114502,0.0,FAILED,Latency test failed
2467,77.245.155.137,443,reality,tcp,192.23403930664062,0.0,FAILED,Latency test failed
2468,45.131.214.45,443,reality,grpc,195.10865211486816,0.0,FAILED,Latency test failed
2469,2.26.88.109,443,reality,tcp,198.13013076782227,0.0,FAILED,Latency test failed
2470,45.197.134.89,8443,reality,tcp,200.59847831726074,0.0,FAILED,Latency test failed
2471,31.76.53.0,443,reality,tcp,201.23767852783203,0.0,FAILED,Latency test failed
2472,144.31.217.99,443,reality,tcp,202.68630981445312,0.0,FAILED,Latency test failed
2473,144.31.82.47,18038,reality,tcp,203.474760055542,0.0,FAILED,Latency test failed
2474,144.31.217.99,443,reality,tcp,204.4665813446045,0.0,FAILED,Latency test failed
2475,150.241.101.222,443,reality,tcp,204.64682579040527,0.0,FAILED,Latency test failed
2476,150.241.101.222,443,reality,tcp,205.10411262512207,0.0,FAILED,Latency test failed
2477,85.198.20.217,12817,none,ws,206.26044273376465,0.0,FAILED,Latency test failed
2478,45.89.106.4,443,reality,tcp,206.80499076843262,0.0,FAILED,Latency test failed
2479,150.241.101.222,443,reality,tcp,207.2618007659912,0.0,FAILED,Latency test failed
2480,5.223.42.211,443,reality,tcp,207.65233039855957,0.0,FAILED,Latency test failed
2481,150.241.101.222,443,reality,tcp,207.76772499084473,0.0,FAILED,Latency test failed
2482,47.82.155.79,443,tls,ws,207.85021781921387,0.0,FAILED,Latency test failed
2483,47.82.178.58,443,tls,ws,207.93628692626953,0.0,FAILED,Latency test failed
2484,8.219.213.195,10032,none,tcp,208.04405212402344,0.0,FAILED,Latency test failed
2485,46.137.225.209,32946,reality,tcp,208.15086364746094,0.0,FAILED,Latency test failed
2486,2.26.88.109,443,reality,tcp,208.3151340484619,0.0,FAILED,Latency test failed
2487,47.82.178.58,443,tls,ws,208.32419395446777,0.0,FAILED,Latency test failed
2488,52.76.240.5,35349,reality,tcp,208.3275318145752,0.0,FAILED,Latency test failed
2489,47.82.155.79,443,tls,ws,208.35351943969727,0.0,FAILED,Latency test failed
2490,13.250.131.37,443,tls,ws,208.5103988647461,0.0,FAILED,Latency test failed
2491,8.219.154.217,8443,tls,ws,208.7852954864502,0.0,FAILED,Latency test failed
2492,47.131.12.238,59597,reality,tcp,208.86874198913574,0.0,FAILED,Latency test failed
2493,46.137.225.209,32946,reality,tcp,208.9827060699463,0.0,FAILED,Latency test failed
2494,8.222.185.236,443,tls,ws,209.11169052124023,0.0,FAILED,Latency test failed
2495,54.151.254.107,46799,reality,tcp,209.1975212097168,0.0,FAILED,Latency test failed
2496,13.212.10.113,51182,reality,tcp,209.2142105102539,0.0,FAILED,Latency test failed
2497,47.131.12.238,59597,reality,tcp,209.34295654296875,0.0,FAILED,Latency test failed
2498,8.222.185.236,443,tls,ws,209.50078964233398,0.0,FAILED,Latency test failed
2499,122.248.202.201,45075,reality,tcp,209.916353225708,0.0,FAILED,Latency test failed
2500,13.212.10.113,51182,reality,tcp,210.00123023986816,0.0,FAILED,Latency test failed
2501,122.248.202.201,45075,reality,tcp,210.00981330871582,0.0,FAILED,Latency test failed
2502,13.212.10.113,51182,reality,tcp,210.1905345916748,0.0,FAILED,Latency test failed
2503,47.131.12.238,59597,reality,tcp,211.3034725189209,0.0,FAILED,Latency test failed
2504,45.89.106.4,443,reality,tcp,211.9150161743164,0.0,FAILED,Latency test failed
2505,45.89.106.4,443,reality,tcp,212.28408813476562,0.0,FAILED,Latency test failed
2506,45.89.106.4,443,reality,tcp,212.72706985473633,0.0,FAILED,Latency test failed
2507,2.26.88.109,443,reality,tcp,213.5012149810791,0.0,FAILED,Latency test failed
2508,45.196.224.103,8443,reality,tcp,213.90151977539062,0.0,FAILED,Latency test failed
2509,45.89.106.4,443,reality,tcp,214.43796157836914,0.0,FAILED,Latency test failed
2510,144.31.217.99,443,reality,tcp,215.08455276489258,0.0,FAILED,Latency test failed
2511,45.196.224.103,8443,reality,tcp,216.19415283203125,0.0,FAILED,Latency test failed
2512,199.232.47.9,80,none,xhttp,235.55684089660645,0.0,FAILED,Latency test failed
2513,45.154.206.100,443,reality,xhttp,245.53656578063965,0.0,FAILED,Latency test failed
2514,47.129.152.131,23123,reality,tcp,253.767728805542,0.0,FAILED,Latency test failed
2515,47.129.152.131,23123,reality,tcp,255.30719757080078,0.0,FAILED,Latency test failed
2516,45.135.164.190,8443,reality,tcp,276.35788917541504,0.0,FAILED,Latency test failed
2517,fbi.gov,443,tls,ws,290.1418209075928,0.0,FAILED,Latency test failed
2518,deu196.unboundaccess.org,443,reality,tcp,291.3551330566406,0.0,FAILED,Latency test failed
2519,ovhwuxian.pai50288.uk,8443,tls,ws,291.51248931884766,0.0,FAILED,Latency test failed
2520,www.speedtest.net,443,tls,ws,294.6920394897461,0.0,FAILED,Latency test failed
2521,www.speedtest.net,443,tls,ws,295.43185234069824,0.0,FAILED,Latency test failed
2522,134.122.194.186,443,none,tcp,301.4483451843262,0.0,FAILED,Latency test failed
2523,wallet.ir,443,tls,xhttp,301.6068935394287,0.0,FAILED,Latency test failed
2524,zmaoz.faculty.ucdavis.edu,443,tls,ws,302.5054931640625,0.0,FAILED,Latency test failed
2525,speedtest.net,80,none,xhttp,302.57654190063477,0.0,FAILED,Latency test failed
2526,coco.mayagallery.shop,80,none,xhttp,321.3534355163574,0.0,FAILED,Latency test failed
2527,ipw.gfdv54cvghhgfhgj-njhgj64.info,443,tls,ws,321.3934898376465,0.0,FAILED,Latency test failed
2528,ovhwuxian.pai50288.uk,8443,tls,ws,322.99065589904785,0.0,FAILED,Latency test failed
2529,speedtestcustom.com,80,none,xhttp,346.7998504638672,0.0,FAILED,Latency test failed
2530,varzesh3.com,2052,none,ws,393.6483860015869,0.0,FAILED,Latency test failed
2531,snapp.ir,80,none,tcp,398.78249168395996,0.0,FAILED,Latency test failed
2532,154.17.225.54,443,tls,ws,405.62915802001953,0.0,FAILED,Latency test failed
2533,45.145.163.115,39771,reality,tcp,406.63790702819824,0.0,FAILED,Latency test failed
2534,fastly.com,80,none,xhttp,413.454532623291,0.0,FAILED,Latency test failed
2535,spd-mynames.global.ssl.fastly.net,80,none,xhttp,446.9015598297119,0.0,FAILED,Latency test failed
2536,dpv5wxbk2f9f.zozothedog.com,443,none,ws,452.79860496520996,0.0,FAILED,Latency test failed
2537,pro-fi.emrata.top,753,reality,tcp,455.5971622467041,0.0,FAILED,Latency test failed
2538,pro-fi.emrata.top,753,reality,tcp,460.101842880249,0.0,FAILED,Latency test failed
2539,pro-fi.emrata.top,753,reality,tcp,460.56079864501953,0.0,FAILED,Latency test failed
2540,snapp.ir,80,none,ws,478.79981994628906,0.0,FAILED,Latency test failed
2541,91.218.143.194,43798,reality,tcp,485.15772819519043,0.0,FAILED,Latency test failed
2542,chatgpt.com,2083,tls,ws,497.6234436035156,0.0,FAILED,Latency test failed
2543,chatgpt.com,2087,tls,ws,498.71063232421875,0.0,FAILED,Latency test failed
2544,speedtest.net,80,none,ws,511.1968517303467,0.0,FAILED,Latency test failed
2545,speedtest.net,80,none,ws,511.87920570373535,0.0,FAILED,Latency test failed
2546,a.b.eternalping3.ir,5228,reality,tcp,513.7701034545898,0.0,FAILED,Latency test failed
2547,nodejs.org,443,tls,ws,520.594596862793,0.0,FAILED,Latency test failed
2548,du1.gamelistak.com,443,tls,xhttp,524.533748626709,0.0,FAILED,Latency test failed
2549,www.hcaptcha.com,443,tls,ws,525.7794857025146,0.0,FAILED,Latency test failed
2550,www.speedtest.net,8443,tls,ws,526.7744064331055,0.0,FAILED,Latency test failed
2551,du1.gamelistak.com,443,tls,http,527.4286270141602,0.0,FAILED,Latency test failed
2552,c2.s-sub.org,8443,tls,ws,539.2141342163086,0.0,FAILED,Latency test failed
2553,feedback.spotify.com,2096,tls,ws,573.4691619873047,0.0,FAILED,Latency test failed
2554,de-cdn.ru,443,reality,tcp,606.9269180297852,0.0,FAILED,Latency test failed
2555,de-cdn.ru,443,reality,tcp,609.5833778381348,0.0,FAILED,Latency test failed
2556,de-cdn.ru,443,reality,tcp,610.1398468017578,0.0,FAILED,Latency test failed
2557,fast-domain-gb.dhbhvfbhfbvhfbvhfbhv.shop,2095,reality,tcp,613.182544708252,0.0,FAILED,Latency test failed
2558,sourceforge.net,2087,tls,ws,619.8587417602539,0.0,FAILED,Latency test failed
2559,ru6.cdn-global.pro,443,reality,tcp,641.329288482666,0.0,FAILED,Latency test failed
2560,ru01.goodmaximum.com,443,reality,tcp,643.4106826782227,0.0,FAILED,Latency test failed
2561,ru5.cdn-global.pro,443,reality,tcp,661.5080833435059,0.0,FAILED,Latency test failed
2562,fastly.com,80,none,xhttp,673.0630397796631,0.0,FAILED,Latency test failed
2563,185.116.162.12,443,tls,xhttp,676.4504909515381,0.0,FAILED,Latency test failed
2564,fastly.com,80,none,xhttp,679.6038150787354,0.0,FAILED,Latency test failed
2565,fastly.com,80,none,xhttp,679.8095703125,0.0,FAILED,Latency test failed
2566,fff.oakcup.ir,2052,none,httpupgrade,682.4157238006592,0.0,FAILED,Latency test failed
2567,fff.oakcup.ir,2052,none,httpupgrade,682.9414367675781,0.0,FAILED,Latency test failed
2568,fff.oakcup.ir,2052,none,httpupgrade,683.6819648742676,0.0,FAILED,Latency test failed
2569,fastly.com,80,none,xhttp,684.6692562103271,0.0,FAILED,Latency test failed
2570,fastly.com,80,none,xhttp,685.2092742919922,0.0,FAILED,Latency test failed
2571,www.speedtest.net,443,tls,ws,710.7620239257812,0.0,FAILED,Latency test failed
2572,www.speedtest.net,443,tls,ws,711.4565372467041,0.0,FAILED,Latency test failed
2573,www.speedtest.net,443,tls,grpc,713.0532264709473,0.0,FAILED,Latency test failed
2574,fastly.com,80,none,xhttp,724.9894142150879,0.0,FAILED,Latency test failed
2575,fastly.com,80,none,xhttp,726.1214256286621,0.0,FAILED,Latency test failed
2576,pl-cdn.ru,443,reality,tcp,730.0736904144287,0.0,FAILED,Latency test failed
2577,lv-cdn.ru,443,reality,tcp,756.432294845581,0.0,FAILED,Latency test failed
2578,sca8.myfymain.com,8880,none,grpc,785.5587005615234,0.0,FAILED,Latency test failed
2579,sca8.myfymain.com,8880,none,grpc,791.865348815918,0.0,FAILED,Latency test failed
2580,kubernetes.io,443,tls,xhttp,798.9931106567383,0.0,FAILED,Latency test failed
2581,sca8.myfymain.com,8880,none,grpc,804.774284362793,0.0,FAILED,Latency test failed
2582,a2.hamrahnode.ir,2053,tls,ws,832.9291343688965,0.0,FAILED,Latency test failed
2583,speedtest.net,80,none,xhttp,835.679292678833,0.0,FAILED,Latency test failed
2584,www.speedtest.net,2095,none,ws,836.052417755127,0.0,FAILED,Latency test failed
2585,www.speedtest.net,2095,none,ws,838.456392288208,0.0,FAILED,Latency test failed
2586,se-cdn.ru,443,reality,tcp,843.9350128173828,0.0,FAILED,Latency test failed
2587,se-cdn.ru,443,reality,tcp,845.4513549804688,0.0,FAILED,Latency test failed
2588,meh.fredomiran.com,443,tls,ws,886.7988586425781,0.0,FAILED,Latency test failed
2589,sca29.myfymain.com,8880,none,grpc,914.7636890411377,0.0,FAILED,Latency test failed
2590,www.speedtest.net,2095,none,httpupgrade,918.7557697296143,0.0,FAILED,Latency test failed
2591,tg.riotvpn.eu,443,reality,tcp,935.0149631500244,0.0,FAILED,Latency test failed
2592,sca26.myfymain.com,8880,none,grpc,947.8299617767334,0.0,FAILED,Latency test failed
2593,sca28.myfymain.com,8880,none,grpc,948.9471912384033,0.0,FAILED,Latency test failed
2594,orvia.playon.ir,2087,tls,ws,951.8303871154785,0.0,FAILED,Latency test failed
2595,saleh.velizor.ir,5020,reality,tcp,959.1777324676514,0.0,FAILED,Latency test failed
2596,saleh.velizor.ir,2020,reality,tcp,960.04319190979,0.0,FAILED,Latency test failed
2597,chatgpt.com,443,tls,ws,962.5775814056396,0.0,FAILED,Latency test failed
2598,www.hcaptcha.com,443,tls,xhttp,963.2973670959473,0.0,FAILED,Latency test failed
2599,wallet.ir,443,tls,xhttp,963.8040065765381,0.0,FAILED,Latency test failed
2600,sca26.myfymain.com,8880,none,grpc,977.5264263153076,0.0,FAILED,Latency test failed
2601,sca26.myfymain.com,8880,none,grpc,979.8674583435059,0.0,FAILED,Latency test failed
2602,sca26.myfymain.com,8880,none,grpc,979.9327850341797,0.0,FAILED,Latency test failed
2603,sca26.myfymain.com,8880,none,grpc,983.6158752441406,0.0,FAILED,Latency test failed
2604,ru1.cdn-global.pro,443,reality,tcp,983.731746673584,0.0,FAILED,Latency test failed
2605,ru1.cdn-global.pro,443,reality,tcp,988.044023513794,0.0,FAILED,Latency test failed
2606,bm.xq-vpn.com,80,none,xhttp,1001.3725757598877,0.0,FAILED,Latency test failed
2607,bm.xq-vpn.com,80,none,xhttp,1001.3947486877441,0.0,FAILED,Latency test failed
2608,sca26.myfymain.com,8880,none,grpc,1002.4504661560059,0.0,FAILED,Latency test failed
2609,sca26.myfymain.com,8880,none,grpc,1002.7134418487549,0.0,FAILED,Latency test failed
2610,api2.atirose.com,2087,tls,ws,1009.1333389282227,0.0,FAILED,Latency test failed
2611,api2.atirose.com,2087,tls,ws,1009.7153186798096,0.0,FAILED,Latency test failed
2612,varzesh3.com,80,none,ws,1010.5926990509033,0.0,FAILED,Latency test failed
2613,api2.atirose.com,2087,tls,ws,1011.3821029663086,0.0,FAILED,Latency test failed
2614,api2.atirose.com,2087,tls,ws,1011.6510391235352,0.0,FAILED,Latency test failed
2615,fi.linetcyberspace.com,443,reality,tcp,1023.3781337738037,0.0,FAILED,Latency test failed
2616,ru2.cdn-global.pro,443,reality,tcp,1025.7878303527832,0.0,FAILED,Latency test failed
2617,ads01.vxmaxpro.online,443,reality,tcp,1067.333459854126,0.0,FAILED,Latency test failed
2618,fr-tx.sbrf-cdn342.ru,443,tls,tcp,1083.1520557403564,0.0,FAILED,Latency test failed
2619,france.cloudpath.live,443,reality,tcp,1135.9343528747559,0.0,FAILED,Latency test failed
2620,hes.purplrose.ir,8443,tls,xhttp,1147.9675769805908,0.0,FAILED,Latency test failed
2621,204.216.216.23,10086,none,tcp,1159.5640182495117,0.0,FAILED,Latency test failed
2622,78.17.96.198,443,reality,tcp,1161.3547801971436,0.0,FAILED,Latency test failed
2623,sca22.myfymain.com,8880,none,grpc,1169.3880558013916,0.0,FAILED,Latency test failed
2624,sca22.myfymain.com,8880,none,grpc,1182.0719242095947,0.0,FAILED,Latency test failed
2625,sca22.myfymain.com,8880,none,grpc,1182.2950839996338,0.0,FAILED,Latency test failed
2626,83.222.20.64,17910,reality,raw,1183.1140518188477,0.0,FAILED,Latency test failed
2627,sca22.myfymain.com,8880,none,grpc,1183.9163303375244,0.0,FAILED,Latency test failed
2628,sca22.myfymain.com,8880,none,grpc,1190.5546188354492,0.0,FAILED,Latency test failed
2629,144.31.131.33,443,reality,tcp,1215.3313159942627,0.0,FAILED,Latency test failed
2630,sca22.myfymain.com,8880,none,grpc,1215.9876823425293,0.0,FAILED,Latency test failed
2631,144.31.131.33,443,reality,tcp,1217.0391082763672,0.0,FAILED,Latency test failed
2632,sca22.myfymain.com,8880,none,grpc,1221.2436199188232,0.0,FAILED,Latency test failed
2633,ip.feywebsite.ir,2096,tls,ws,1227.513313293457,0.0,FAILED,Latency test failed
2634,ip.feywebsite.ir,2096,tls,ws,1227.6973724365234,0.0,FAILED,Latency test failed
2635,ip.feywebsite.ir,2096,tls,ws,1234.001874923706,0.0,FAILED,Latency test failed
2636,ip.feywebsite.ir,2096,tls,ws,1234.7276210784912,0.0,FAILED,Latency test failed
2637,ip.feywebsite.ir,2096,tls,ws,1235.1200580596924,0.0,FAILED,Latency test failed
2638,ip.feywebsite.ir,2096,tls,ws,1235.2321147918701,0.0,FAILED,Latency test failed
2639,217.9.12.204,443,reality,tcp,1244.5361614227295,0.0,FAILED,Latency test failed
2640,sca17.myfymain.com,8880,none,grpc,1266.538143157959,0.0,FAILED,Latency test failed
2641,sca17.myfymain.com,8880,none,grpc,1267.6589488983154,0.0,FAILED,Latency test failed
2642,sca18.myfymain.com,8880,none,grpc,1268.618106842041,0.0,FAILED,Latency test failed
2643,sca18.myfymain.com,8880,none,grpc,1269.0796852111816,0.0,FAILED,Latency test failed
2644,sca17.myfymain.com,8880,none,grpc,1270.2765464782715,0.0,FAILED,Latency test failed
2645,sca18.myfymain.com,8880,none,grpc,1272.05228805542,0.0,FAILED,Latency test failed
2646,sca17.myfymain.com,8880,none,grpc,1274.4007110595703,0.0,FAILED,Latency test failed
2647,sca18.myfymain.com,8880,none,grpc,1274.4193077087402,0.0,FAILED,Latency test failed
2648,sca18.myfymain.com,8880,none,grpc,1276.630163192749,0.0,FAILED,Latency test failed
2649,sca17.myfymain.com,8880,none,grpc,1277.1902084350586,0.0,FAILED,Latency test failed
2650,sca18.myfymain.com,8880,none,grpc,1280.0812721252441,0.0,FAILED,Latency test failed
2651,sca18.myfymain.com,8880,none,grpc,1280.4419994354248,0.0,FAILED,Latency test failed
2652,www.chatgpt.com,443,tls,xhttp,1302.8738498687744,0.0,FAILED,Latency test failed
2653,speedtest.net,443,tls,ws,1312.1984004974365,0.0,FAILED,Latency test failed
2654,speedtest.net,80,none,ws,1332.801342010498,0.0,FAILED,Latency test failed
2655,www.speedtest.net,2053,tls,ws,1335.160255432129,0.0,FAILED,Latency test failed
2656,dnn4.avaaaal.ir,2087,tls,ws,1342.479944229126,0.0,FAILED,Latency test failed
2657,ip.feywebsite.ir,2096,tls,ws,1353.7981510162354,0.0,FAILED,Latency test failed
2658,dnn4.avaaaal.ir,2087,tls,ws,1361.1228466033936,0.0,FAILED,Latency test failed
2659,dnn4.avaaaal.ir,2087,tls,ws,1368.3483600616455,0.0,FAILED,Latency test failed
2660,de1.gamelistak.com,443,tls,xhttp,1407.9113006591797,0.0,FAILED,Latency test failed
2661,ov-italy1.09vpn.com,80,none,ws,1408.4255695343018,0.0,FAILED,Latency test failed
2662,de01.goodmaximum.com,443,reality,tcp,1414.947509765625,0.0,FAILED,Latency test failed
2663,betty.ns.cloudflare.com,443,tls,ws,1423.7523078918457,0.0,FAILED,Latency test failed
2664,dnn4.avaaaal.ir,2087,tls,ws,1432.809829711914,0.0,FAILED,Latency test failed
2665,dnn4.avaaaal.ir,2087,tls,ws,1433.0506324768066,0.0,FAILED,Latency test failed
2666,dnn4.avaaaal.ir,2087,tls,ws,1434.9119663238525,0.0,FAILED,Latency test failed
2667,dnn4.avaaaal.ir,2087,tls,ws,1436.767578125,0.0,FAILED,Latency test failed
2668,poiala.portalcode.ir,11332,reality,tcp,1444.0550804138184,0.0,FAILED,Latency test failed
2669,speedtest.net,80,none,xhttp,1451.5330791473389,0.0,FAILED,Latency test failed
2670,fastly.com,80,none,xhttp,1455.7180404663086,0.0,FAILED,Latency test failed
2671,nytimes.com,80,none,xhttp,1456.60400390625,0.0,FAILED,Latency test failed
2672,server1.poludiro.workers.dev,8080,none,ws,1457.221269607544,0.0,FAILED,Latency test failed
2673,fastly.com,80,none,xhttp,1458.5413932800293,0.0,FAILED,Latency test failed
2674,speedtest.net,80,none,ws,1467.815637588501,0.0,FAILED,Latency test failed
2675,cis.visa.com,443,tls,ws,1475.1570224761963,0.0,FAILED,Latency test failed
2676,nelly.ns.cloudflare.com,443,tls,ws,1487.8153800964355,0.0,FAILED,Latency test failed
2677,www.speedtest.net,443,tls,xhttp,1490.020990371704,0.0,FAILED,Latency test failed
2678,digitalocean.com,443,tls,ws,1490.2000427246094,0.0,FAILED,Latency test failed
2679,adf.ly,443,tls,ws,1492.3655986785889,0.0,FAILED,Latency test failed
2680,freeiran.lookanet.app,443,tls,xhttp,1496.448278427124,0.0,FAILED,Latency test failed
2681,speedtest.net,80,none,xhttp,1497.647762298584,0.0,FAILED,Latency test failed
2682,ip-data.turkserver.ir,2087,tls,ws,1521.6593742370605,0.0,FAILED,Latency test failed
2683,ip-data.turkserver.ir,2087,tls,ws,1528.3761024475098,0.0,FAILED,Latency test failed
2684,ip-data.turkserver.ir,2087,tls,ws,1528.9905071258545,0.0,FAILED,Latency test failed
2685,africa.visa.com,443,tls,ws,1532.5305461883545,0.0,FAILED,Latency test failed
2686,dnn4.avaaaal.ir,2087,tls,ws,1535.574197769165,0.0,FAILED,Latency test failed
2687,dnn4.avaaaal.ir,2087,tls,ws,1535.942554473877,0.0,FAILED,Latency test failed
2688,dnn4.avaaaal.ir,2087,tls,ws,1537.1458530426025,0.0,FAILED,Latency test failed
2689,dnn4.avaaaal.ir,2087,tls,ws,1537.5173091888428,0.0,FAILED,Latency test failed
2690,dnn4.avaaaal.ir,2087,tls,ws,1539.1819477081299,0.0,FAILED,Latency test failed
2691,dnn4.avaaaal.ir,2087,tls,ws,1540.0712490081787,0.0,FAILED,Latency test failed
2692,fr-gt-01.com,8443,reality,tcp,1553.4420013427734,0.0,FAILED,Latency test failed
2693,bc-at-ph.ray-balance.space,10443,reality,tcp,1555.6590557098389,0.0,FAILED,Latency test failed
2694,sy2.syragame.com,443,tls,xhttp,1556.0145378112793,0.0,FAILED,Latency test failed
2695,www.speedtest.net,443,tls,ws,1556.5977096557617,0.0,FAILED,Latency test failed
2696,medium.com,443,tls,ws,1560.0500106811523,0.0,FAILED,Latency test failed
2697,myanmar.visa.com,443,tls,ws,1561.9616508483887,0.0,FAILED,Latency test failed
2698,afrcloud22.mmv.kr,443,tls,ws,1566.0202503204346,0.0,FAILED,Latency test failed
2699,1password.com,443,tls,ws,1566.7707920074463,0.0,FAILED,Latency test failed
2700,transferwise.com,443,tls,ws,1567.0139789581299,0.0,FAILED,Latency test failed
2701,bitpay.com,443,tls,ws,1572.6821422576904,0.0,FAILED,Latency test failed
2702,usa.visa.com,443,tls,ws,1583.7345123291016,0.0,FAILED,Latency test failed
2703,snapp.ir,80,none,ws,1590.315341949463,0.0,FAILED,Latency test failed
2704,anten.ir,8880,none,ws,1592.494010925293,0.0,FAILED,Latency test failed
2705,vercel.com,443,tls,xhttp,1601.555585861206,0.0,FAILED,Latency test failed
2706,mybb.com,443,tls,ws,1604.3848991394043,0.0,FAILED,Latency test failed
2707,fl.gamelistak.com,443,tls,xhttp,1608.5269451141357,0.0,FAILED,Latency test failed
2708,speedtest.net,80,none,xhttp,1618.32594871521,0.0,FAILED,Latency test failed
2709,fi.themonji.com,8842,reality,tcp,1629.230260848999,0.0,FAILED,Latency test failed
2710,fi.themonji.com,8842,reality,tcp,1630.831003189087,0.0,FAILED,Latency test failed
2711,www.speedtest.net,8080,none,ws,1631.1311721801758,0.0,FAILED,Latency test failed
2712,www.speedtest.net,8080,none,ws,1635.9155178070068,0.0,FAILED,Latency test failed
2713,www.speedtest.net,8080,none,ws,1636.0132694244385,0.0,FAILED,Latency test failed
2714,d34r735owjqb9a.cloudfront.net,443,tls,ws,1643.0535316467285,0.0,FAILED,Latency test failed
2715,sca28.myfymain.com,8880,none,grpc,1649.853229522705,0.0,FAILED,Latency test failed
2716,chat.openai.com,443,tls,ws,1652.832269668579,0.0,FAILED,Latency test failed
2717,nytimes.com,80,none,xhttp,1660.287857055664,0.0,FAILED,Latency test failed
2718,nextjs.org,443,tls,xhttp,1662.6572608947754,0.0,FAILED,Latency test failed
2719,nytimes.com,80,none,xhttp,1663.3293628692627,0.0,FAILED,Latency test failed
2720,dnn4.avaaaal.ir,2087,tls,ws,1664.217233657837,0.0,FAILED,Latency test failed
2721,nytimes.com,80,none,xhttp,1664.515733718872,0.0,FAILED,Latency test failed
2722,dnn4.avaaaal.ir,2087,tls,ws,1664.77370262146,0.0,FAILED,Latency test failed
2723,itarmy.com.ua,2095,none,ws,1670.9485054016113,0.0,FAILED,Latency test failed
2724,nytimes.com,80,none,xhttp,1679.521083831787,0.0,FAILED,Latency test failed
2725,nytimes.com,80,none,xhttp,1679.6200275421143,0.0,FAILED,Latency test failed
2726,change.org,443,tls,ws,1681.1497211456299,0.0,FAILED,Latency test failed
2727,bm.xq-vpn.com,80,none,xhttp,1692.4376487731934,0.0,FAILED,Latency test failed
2728,fast.postshup.ir,8880,none,httpupgrade,1698.8790035247803,0.0,FAILED,Latency test failed
2729,pl.moktana.app,443,reality,grpc,1708.493947982788,0.0,FAILED,Latency test failed
2730,varzesh3.com,80,none,ws,1708.7938785552979,0.0,FAILED,Latency test failed
2731,anten.ir,80,none,ws,1719.9952602386475,0.0,FAILED,Latency test failed
2732,nytimes.com,80,none,xhttp,1721.7187881469727,0.0,FAILED,Latency test failed
2733,creativecommons.org,443,tls,ws,1737.3619079589844,0.0,FAILED,Latency test failed
